Model_ID
Lactobacillus_acidophilus_ATCC_4796
Lactobacillus_acidophilus_La_14
Lactobacillus_acidophilus_NCFM
Lactobacillus_amylolyticus_DSM_11664
Lactobacillus_amylovorus_30SC
Lactobacillus_amylovorus_GRL1118
Lactobacillus_amylovorus_GRL_1112
Lactobacillus_antri_DSM_16041
Lactobacillus_brevis_DSM_20054
Lactobacillus_casei_12A
Lactobacillus_casei_21_1
Lactobacillus_casei_A2_362
Lactobacillus_casei_ATCC_334
Lactobacillus_casei_casei_BL23
Lactobacillus_casei_ERR2221237
Lactobacillus_casei_ERR2221291
Lactobacillus_casei_ERR2221303
Lactobacillus_casei_ERR2221304
Lactobacillus_casei_ERR2221325
Lactobacillus_casei_UW4
Lactobacillus_casei_W56
Lactobacillus_crispatus_125_2_CHN
Lactobacillus_crispatus_214_1
Lactobacillus_crispatus_CTV_05
Lactobacillus_crispatus_FB049_03
Lactobacillus_crispatus_FB077_07
Lactobacillus_crispatus_JV_V01
Lactobacillus_crispatus_MV_1A_US
Lactobacillus_crispatus_MV_3A_US
Lactobacillus_crispatus_ST1
Lactobacillus_delbrueckii_subsp_bulgaricus_2038
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365
Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1519
Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1632
Lactobacillus_delbrueckii_subsp_bulgaricus_ND02
Lactobacillus_delbrueckii_subsp_delbrueckii_DSM_20074
Lactobacillus_delbrueckii_subsp_lactis_DSM_20072
Lactobacillus_delbrueckii_ZN7a_9
Lactobacillus_fermentum_28_3_CHN
Lactobacillus_fermentum_ATCC_14931
Lactobacillus_fermentum_CECT_5716
Lactobacillus_fermentum_F_6
Lactobacillus_fermentum_IFO_3956
Lactobacillus_gasseri_202_4
Lactobacillus_gasseri_224_1
Lactobacillus_gasseri_ATCC_33323
Lactobacillus_gasseri_CECT_5714
Lactobacillus_gasseri_ERR1203930
Lactobacillus_gasseri_ERR1204024
Lactobacillus_gasseri_ERR2221164
Lactobacillus_gasseri_ERR2221406
Lactobacillus_gasseri_MV_22
Lactobacillus_gasseri_SJ_9E_US
Lactobacillus_gasseri_SV_16A_US
Lactobacillus_helveticus_DPC_4571
Lactobacillus_helveticus_DSM_20075
Lactobacillus_helveticus_H10
Lactobacillus_helveticus_R0052
Lactobacillus_iners_7_1_47FAA
Lactobacillus_iners_AB_1
Lactobacillus_iners_ATCC_55195
Lactobacillus_iners_DSM_13335
Lactobacillus_iners_LactinV_03V1_b
Lactobacillus_iners_LactinV_09V1_c
Lactobacillus_iners_LactinV_11V1_d
Lactobacillus_iners_LEAF_2052A_d
Lactobacillus_iners_LEAF_2053A_b
Lactobacillus_iners_LEAF_2062A_h1
Lactobacillus_iners_LEAF_3008A_a
Lactobacillus_iners_SPIN_1401G
Lactobacillus_iners_SPIN_2503V10_D
Lactobacillus_iners_UPII_143_D
Lactobacillus_iners_UPII_60_B
Lactobacillus_jensenii_1153
Lactobacillus_jensenii_115_3_CHN
Lactobacillus_jensenii_27_2_CHN
Lactobacillus_jensenii_JV_V16
Lactobacillus_jensenii_SJ_7A_US
Lactobacillus_johnsonii_ATCC_33200
Lactobacillus_johnsonii_DPC_6026
Lactobacillus_johnsonii_ERR2221124
Lactobacillus_johnsonii_ERR2221205
Lactobacillus_johnsonii_FI9785
Lactobacillus_johnsonii_NCC_533
Lactobacillus_johnsonii_pf01
Lactobacillus_kefiranofaciens_ZW3
Lactobacillus_mucosae_LM1
Lactobacillus_oris_F0423
Lactobacillus_paracasei_BD_II
Lactobacillus_paracasei_CRF28
Lactobacillus_paracasei_LC2W
Lactobacillus_paracasei_Lc_10
Lactobacillus_paracasei_LPC_37
Lactobacillus_paracasei_M36
Lactobacillus_paracasei_subsp_paracasei_8700_2
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302
Lactobacillus_paracasei_subsp_paracasei_Lpp120
Lactobacillus_paracasei_subsp_paracasei_Lpp122
Lactobacillus_paracasei_subsp_paracasei_Lpp17
Lactobacillus_paracasei_subsp_paracasei_Lpp225
Lactobacillus_paracasei_subsp_paracasei_Lpp226
Lactobacillus_paracasei_subsp_paracasei_Lpp230
Lactobacillus_paracasei_subsp_paracasei_Lpp46
Lactobacillus_paracasei_subsp_paracasei_Lpp49
Lactobacillus_paracasei_subsp_paracasei_Lpp74
Lactobacillus_paracasei_subsp_tolerans_Lpl14
Lactobacillus_paracasei_subsp_tolerans_Lpl7
Lactobacillus_paracasei_T71499
Lactobacillus_paracasei_UCD174
Lactobacillus_paracasei_UW1
Lactobacillus_paracasei_Zhang
Lactobacillus_pentosus_KCA1
Lactobacillus_plantarum_16
Lactobacillus_plantarum_ERR2221349
Lactobacillus_plantarum_IPLA88
Lactobacillus_plantarum_JDM1
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
Lactobacillus_plantarum_subsp_plantarum_NC8
Lactobacillus_plantarum_subsp_plantarum_P_8
Lactobacillus_plantarum_subsp_plantarum_ST_III
Lactobacillus_plantarum_UCMA_3037
Lactobacillus_plantarum_WCFS1
Lactobacillus_plantarum_ZJ316
Lactobacillus_reuteri_100_23
Lactobacillus_reuteri_ATCC_53608
Lactobacillus_reuteri_CF48_3A
Lactobacillus_reuteri_DSM_20016
Lactobacillus_reuteri_ERR2221127
Lactobacillus_reuteri_ERR2221204
Lactobacillus_reuteri_F275_JCM_1112
Lactobacillus_reuteri_I49
Lactobacillus_reuteri_I5007
Lactobacillus_reuteri_lpuph
Lactobacillus_reuteri_mlc3
Lactobacillus_reuteri_MM2_3
Lactobacillus_reuteri_MM4_1A
Lactobacillus_reuteri_SD2112_ATCC_55730
Lactobacillus_rhamnosus_ERR1203919
Lactobacillus_rhamnosus_ERR2221226
Lactobacillus_ruminis_ATCC_25644
Lactobacillus_ruminis_ATCC_27782
Lactobacillus_ruminis_DSM_20403_NBRC_102161
Lactobacillus_ruminis_ERR2221165
Lactobacillus_ruminis_ERR2221355
Lactobacillus_ruminis_SPM0211
Lactobacillus_sakei_subsp_sakei_23K
Lactobacillus_sakei_subsp_sakei_DSM_20017_JCM_1157
Lactobacillus_salivarius_CECT_5713
Lactobacillus_salivarius_ERR2221215
Lactobacillus_salivarius_ERR2221301
Lactobacillus_salivarius_ERR2221323
Lactobacillus_salivarius_GJ_24
Lactobacillus_salivarius_HO66_ATCC_11741
Lactobacillus_salivarius_NIAS840
Lactobacillus_salivarius_salivarius_UCC118
Lactobacillus_ultunensis_DSM_16047
Lactobacillus_vaginalis_ATCC_49540
Lactobacillus_vaginalis_ERR2221166
